Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""""","=""""",4,4.05,Bantam Books,Mass Market Paperback,152,1981,1922,,2018/02/21,,,read,,,,1,,,0,,,,,
37503118,The Road to React,Robin Wieruch,"Wieruch, Robin",,"=""""","=""""",4,4.23,,Kindle Edition,234,2017,,2019/04/28,2018/09/01,,,read,,,,1,,,0,,,,,
35397160,Finish: Give Yourself the Gift of Done,Jon Acuff,"Acuff, Jon",,"=""""","=""""",3,4.11,Portfolio,Kindle Edition,206,2017,2017,2019/04/23,2019/04/23,,,read,,,,1,,,0,,,,,
25520974,"Articulating Design Decisions: Communicate with Stakeholders, Keep Your Sanity, and Deliver the Best User Experience",Tom Greever,"Greever, Tom",,"=""1491921560""","=""9781491921562""",3,4.11,O'Reilly Media,Paperback,259,2015,2015,2019/04/22,2019/04/12,,,read,,,,1,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",3,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2019/04/12,2018/06/23,,,read,,,,1,,,0,,,,,
20168816,Rogues,George R.R. Martin,"Martin, George R.R.","Gardner Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss","=""0345537262""","=""9780345537263""",4,3.89,Bantam Books,Hardcover,806,2014,2014,,2017/12/31,,,read,,,,1,,,0,,,,,
11672159,The Dark Wife,Sarah Diemer,"Diemer, Sarah",,"=""1461179939""","=""9781461179931""",3,3.83,Createspace Independent Publishing Platform,Paperback,264,2011,2011,2019/03/28,2019/03/25,,,read,,,,1,,,0,,,,,
6324090,"Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)",Lewis Carroll,"Carroll, Lewis","Antoni Marianowicz, Παυλίνα Παμπούδη","=""""","=""""",4,3.99,Public Domain Books,Kindle Edition,96,1997,1865,,2019/03/07,,,read,,,,1,,,0,,,,,
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre","David Case, Robin Buss","=""0140449264""","=""9780140449266""",0,4.27,Penguin Classics,Paperback,1276,2003,1844,,2019/03/07,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
29981,The Island of Dr. Moreau,H.G. Wells,"Wells, H.G.",Alan Lightman,"=""0553214322""","=""9780553214321""",4,3.73,Bantam Classics,Paperback,153,1999,1896,,2019/03/01,,,read,,,,1,,,0,,,,,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","Martin Hammond, Albert Wittstock, عادل مصطفى, Simone Mooij-Valk, Diskin Clay","=""0140449337""","=""9780140449334""",4,4.23,Penguin Books,Paperback,303,2006,180,2019/02/11,2019/01/31,,,read,,,,1,,,0,,,,,
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",4,3.98,Simon & Schuster,Kindle Edition,194,2011,1953,,2019/02/06,,,read,,,,1,,,0,,,,,
1045017,The Discourses,Epictetus,"Epictetus, Epictetus",,"=""0460873121""","=""9780460873123""",4,4.25,Everyman ,Paperback,384,1995,108,,2019/01/31,,,read,,,,1,,,0,,,,,
60211,"The Shadow of the Torturer (The Book of the New Sun, #1)",Gene Wolfe,"Wolfe, Gene",,"=""0671540661""","=""9780671540661""",0,3.81,Pocket Books,Paperback,262,1984,1980,,2019/01/15,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
15799400,The Resurrectionist: The Lost Work of Dr. Spencer Black,E.B. Hudspeth,"Hudspeth, E.B.",,"=""1594746168""","=""9781594746161""",4,3.57,Quirk Books,Hardcover,208,2013,2013,,2018/09/20,,,read,,,,2,,,0,,,,,
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",4,4.12,Random House,Hardcover,375,2012,2012,,2017/12/31,favorites,favorites (#11),read,,,,1,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2017/12/31,favorites,favorites (#10),read,,,,1,,,0,,,,,
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",4,3.99,Broadway Paperbacks,Paperback,254,2006,2006,,2017/12/31,favorites,favorites (#9),read,,,,1,,,0,,,,,
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""0553804677""","=""9780553804676""",5,4.27,Bantam Spectra,Hardcover,499,2006,2006,,2017/12/31,favorites,favorites (#8),read,,,,1,,,0,,,,,
13658,"The Other Wind (Earthsea Cycle, #6)",Ursula K. Le Guin,"Guin, Ursula K. Le",Samuel Roukin,"=""044101125X""","=""9780441011254""",3,4.15,Ace Books,Paperback,211,2003,2001,,2017/12/31,,,read,,,,1,,,0,,,,,
77013,As I Lay Dying,William Faulkner,"Faulkner, William",,"=""""","=""""",3,3.72,Vintage,Paperback,288,1991,1930,2019/01/06,2019/01/02,,,read,,,,2,,,0,,,,,
30075802,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",Amanda Lovelace,"Lovelace, Amanda",,"=""1532913680""","=""9781532913686""",3,3.84,CreateSpace,Paperback,156,2016,2016,2018/12/30,2018/10/10,,,read,,,,2,,,0,,,,,
18521,A Room of One's Own,Virginia Woolf,"Woolf, Virginia",,"=""0141183535""","=""9780141183534""",4,4.19,Penguin Books,Paperback,112,2000,1929,2018/12/30,2018/08/21,,,read,,,,2,,,0,,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",4,4.27,Modern Library,Paperback,279,2000,1813,2018/12/27,2018/02/21,,,read,,,,1,,,0,,,,,
18365130,Alegria e Triunfo,Lourenço Prado,"Prado, Lourenço",,"=""""","=""""",4,4.30,Editora Pensamento,Paperback,159,1995,1995,,2018/12/15,,,read,,,,1,,,0,,,,,
36913851,"The Legend of Korra: Turf Wars, Part Three (The Legend of Korra: Turf Wars, #3)",Michael Dante DiMartino,"DiMartino, Michael Dante",Irene Koh,"=""150670185X""","=""9781506701851""",3,4.39,Dark Horse Books,Paperback,76,2018,2018,2018/11/30,2018/11/30,,,read,,,,1,,,0,,,,,
32470949,"The Legend of Korra: Turf Wars, Part Two (The Legend of Korra: Turf Wars #2)",Michael Dante DiMartino,"DiMartino, Michael Dante",Irene Koh,"=""1506700403""","=""9781506700403""",3,4.33,Dark Horse Comics,Paperback,76,2018,2018,2018/11/30,2018/11/30,,,read,,,,1,,,0,,,,,
237764,Un señor muy viejo con unas alas enormes,Gabriel García Márquez,"Márquez, Gabriel García",Carme Solé Vendrell,"=""9580455708""","=""9789580455707""",4,3.88,Grupo Editorial Norma,Hardcover,28,1999,1968,,2018/11/30,,,read,,,,1,,,0,,,,,
40168384,Me Poupe! 10 passos para nunca mais faltar dinheiro no seu bolso,Nathalia Arcuri,"Arcuri, Nathalia",,"=""""","=""""",5,3.99,Sextante,Kindle Edition,162,2018,2018,,2018/11/30,,,read,,,,1,,,0,,,,,
226561,The Goddess Within: A Guide to the Eternal Myths that Shape Women's Lives,Jennifer Barker Woolger,"Woolger, Jennifer Barker",Roger J. Woolger,"=""0449902870""","=""9780449902875""",4,4.11,Ballantine Books,Paperback,496,1989,1989,2018/11/27,2018/11/07,,,read,,,,1,,,0,,,,,
1052,The Richest Man in Babylon,George S. Clason,"Clason, George S.",,"=""0451205367""","=""9780451205360""",4,4.26,Berkley Books,Paperback,194,2008,1926,2018/11/23,2018/11/20,,,read,,,,1,,,0,,,,,
48037,Carmilla,J. Sheridan Le Fanu,"Fanu, J. Sheridan Le",,"=""0809510839""","=""9780809510832""",4,3.82,Wildside Press,Paperback,108,2000,1872,,2017/12/31,favorites,favorites (#7),read,,,,1,,,0,,,,,
415459,I Have No Mouth and I Must Scream,Harlan Ellison,"Ellison, Harlan",Theodore Sturgeon,"=""0441363954""","=""9780441363957""",5,3.94,Ace Books,Mass Market Paperback,134,1984,1967,,2017/12/31,favorites,favorites (#6),read,,,,1,,,0,,,,,
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon","=""0451528956""","=""9780451528957""",4,3.83,Signet Classic,Paperback,139,2003,1886,,2017/12/31,favorites,favorites (#5),read,,,,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Celâl Üstüner, Peter Škerl","=""0452284244""","=""9780452284241""",5,3.97,NAL,Paperback,122,2003,1945,,2017/12/31,favorites,favorites (#4),read,,,,1,,,0,,,,,
35519,The Power of Myth,Joseph Campbell,"Campbell, Joseph",Bill Moyers,"=""0385418868""","=""9780385418867""",5,4.24,Anchor,Paperback,320,1988,1988,,2017/12/31,favorites,favorites (#3),read,,,,1,,,0,,,,,
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""""","=""""",5,4.15,Knopf,Hardcover,480,2008,2005,,2017/12/31,favorites,favorites (#2),read,,,,1,,,0,,,,,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2017/12/31,favorites,favorites (#1),read,,,,1,,,0,,,,,
26025580,The Grownup,Gillian Flynn,"Flynn, Gillian",,"=""0804188971""","=""9780804188975""",4,3.57,Crown,Hardcover,64,2015,2014,2018/11/18,2018/11/18,,,read,,,,2,,,0,,,,,
50203,A Haunted House and Other Short Stories,Virginia Woolf,"Woolf, Virginia",Leonard Woolf,"=""0156028034""","=""9780156028035""",4,3.76,Harcourt,Paperback,148,2002,1944,,2018/11/08,,,read,,,,1,,,0,,,,,
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""""","=""""",4,3.83,Penguin Classics,Paperback,260,2018,1818,2018/11/06,2018/10/18,,,read,,,,1,,,0,,,,,
29237221,"Saga, Volume 9",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""""","=""""",3,4.57,Image Comics,Kindle Edition,152,2018,2018,2018/10/22,2018/10/21,,,read,,,,1,,,0,,,,,
34963526,"Saga, Vol. 8",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""""","=""""",4,4.46,Image Comics,Paperback,146,2017,2017,,2018/10/21,,,read,,,,1,,,0,,,,,
29237211,"Saga, Volume 7",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1534300600""","=""9781534300606""",4,4.47,Image Comics,Paperback,152,2017,2017,,2018/10/21,,,read,,,,1,,,0,,,,,
28862528,"Saga, Volume 6",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""163215711X""","=""9781632157119""",5,4.46,Image Comics,Paperback,152,2016,2016,2018/10/21,2018/10/20,,,read,,,,1,,,0,,,,,
25451555,"Saga, Volume 5",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1632154382""","=""9781632154385""",4,4.40,Image Comics,Paperback,152,2015,2015,2018/10/20,2018/10/20,,,read,,,,1,,,0,,,,,
23093367,"Saga, Volume 4",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1632150778""","=""9781632150776""",4,4.42,Image Comics,Paperback,144,2014,2014,2018/10/20,2018/10/20,,,read,,,,1,,,0,,,,,
19358975,"Saga, Volume 3",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607069318""","=""9781607069317""",4,4.49,Image Comics,Paperback,144,2014,2014,2018/10/20,2018/10/20,,,read,,,,1,,,0,,,,,
17131869,"Saga, Volume 2",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607066920""","=""9781607066927""",4,4.50,Image Comics,Paperback,144,2013,2013,2018/10/20,2018/10/13,,,read,,,,1,,,0,,,,,
28949218,"The Flame Bearer (The Saxon Stories, #10)",Bernard Cornwell,"Cornwell, Bernard",,"=""0007504217""","=""9780007504213""",3,4.43,HarperCollins,Hardcover,284,2016,2016,2018/10/18,2017/12/31,,,read,,,,1,,,0,,,,,
15704307,"Saga, Volume 1",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1607066017""","=""9781607066019""",4,4.17,Image Comics,Paperback,160,2012,2012,2018/10/13,2018/10/03,,,read,,,,1,,,0,,,,,
20501604,Pact,Wildbow,"Wildbow, Wildbow",,"=""""","=""""",3,3.87,Wordpress,ebook,2100,2014,2014,2018/10/10,2018/06/23,,,read,,,,1,,,0,,,,,
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",4,4.03,Harper Perennial Modern Classics,Paperback,294,2006,1963,2018/10/04,2018/02/20,,,read,,,,1,,,0,,,,,
40004213,"Buffy the Vampire Slayer: The Reckoning (Season 12, Volume 1)",Joss Whedon,"Whedon, Joss","Christos Gage, Georges Jeanty, Dan Jackson, Karl Story, Stephanie Hans","=""150670915X""","=""9781506709154""",4,3.71,Dark Horse Books,Paperback,112,2018,2018,,2018/09/24,,,read,,,,1,,,0,,,,,
18693655,A Mind for Numbers: How to Excel at Math and Science (Even If You Flunked Algebra),Barbara Oakley,"Oakley, Barbara",,"=""039916524X""","=""9780399165245""",5,4.19,The Penguin Group,Paperback,336,2014,2014,2018/09/24,2017/12/31,,,read,,,,1,,,0,,,,,
93157,The Monk,Matthew Gregory Lewis,"Lewis, Matthew Gregory",,"=""0140436030""","=""9780140436037""",0,3.81,Penguin Classics,Paperback,431,1998,1796,,2018/09/23,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
35251947,"Buffy the Vampire Slayer: One Girl in All the World (Season 11, Volume 2)",Christos Gage,"Gage, Christos","Rebekah Isaacs, Georges Jeanty, Megan Levens, Joss Whedon","=""1506702929""","=""9781506702926""",4,4.12,Dark Horse Books,Paperback,160,2018,2018,,2018/09/17,,,read,,,,1,,,0,,,,,
33161037,"Buffy the Vampire Slayer: The Spread of Their Evil (Season 11, Volume 1)",Christos Gage,"Gage, Christos","Rebekah Isaacs, Georges Jeanty, Joss Whedon","=""1506702740""","=""9781506702742""",3,4.20,Dark Horse Books,Paperback,160,2017,2017,,2018/09/17,,,read,,,,1,,,0,,,,,
29632723,"Buffy the Vampire Slayer: Own It (Season 10, Volume 6)",Christos Gage,"Gage, Christos","Rebekah Isaacs, Joss Whedon","=""1506700349""","=""9781506700342""",4,4.20,Dark Horse,Paperback,136,2016,2016,,2018/09/17,,,read,,,,1,,,0,,,,,
27405564,"Buffy the Vampire Slayer: In Pieces on the Ground (Season 10, Volume 5)",Christos Gage,"Gage, Christos","Rebekah Isaacs, Megan Levens, Joss Whedon","=""1616559446""","=""9781616559441""",0,3.98,Dark Horse,Paperback,136,2016,2016,,2018/09/17,,,read,,,,1,,,0,,,,,
25509889,"Buffy the Vampire Slayer: Old Demons (Season 10, Volume 4)",Christos Gage,"Gage, Christos","Rebekah Isaacs, Joss Whedon","=""1616558024""","=""9781616558024""",4,4.14,Dark Horse,Paperback,136,2016,2016,,2018/09/17,,,read,,,,1,,,0,,,,,
24476149,"Buffy the Vampire Slayer: Love Dares You (Season 10, Volume 3)",Christos Gage,"Gage, Christos","Nicholas Brendon, Rebekah Isaacs, Megan Levens, Joss Whedon","=""1616557583""","=""9781616557584""",4,4.21,Dark Horse,Paperback,136,2015,2015,,2018/09/14,,,read,,,,1,,,0,,,,,
21544277,"Buffy the Vampire Slayer: New Rules (Season 10, Volume 1)",Christos Gage,"Gage, Christos","Nicholas Brendon, Rebekah Isaacs, Joss Whedon, Andy Owens, Megan Levens, Cliff Richards, Dan Jackson, Steve Morris, Karl Moline, Richard Corben","=""1616554908""","=""9781616554903""",4,4.22,Dark Horse,Paperback,136,2014,2014,,2018/09/14,,,read,,,,1,,,0,,,,,
22822935,"Buffy the Vampire Slayer: I Wish (Season 10, Volume 2)",Christos Gage,"Gage, Christos","Nicholas Brendon, Rebekah Isaacs, Richard Corben, Karl Moline, Cliff Richards, Joss Whedon","=""1616556005""","=""9781616556006""",4,4.18,Dark Horse,Paperback,136,2015,2015,,2018/09/14,,,read,,,,1,,,0,,,,,
16398552,"Buffy the Vampire Slayer: Guarded (Season 9, Volume 3)",Andrew Chambliss,"Chambliss, Andrew","Joss Whedon, Jane Espenson, Drew Z. Greenberg, Georges Jeanty, Karl Moline","=""1616550996""","=""9781616550998""",4,3.80,Dark Horse,Paperback,136,2013,2012,,2018/09/08,,,read,,,,1,,,0,,,,,
15747210,"Buffy the Vampire Slayer: On Your Own (Season 9, Volume 2)",Andrew Chambliss,"Chambliss, Andrew","Scott Allie, Georges Jeanty, Cliff Richards, Joss Whedon","=""1595829903""","=""9781595829900""",3,4.07,Dark Horse,Paperback,144,2012,2012,,2018/09/08,,,read,,,,1,,,0,,,,,
13576260,"Buffy the Vampire Slayer: Freefall (Season 9, Volume 1)",Joss Whedon,"Whedon, Joss","Andrew Chambliss, Georges Jeanty, Karl Moline","=""1595829229""","=""9781595829221""",3,4.04,Dark Horse,Paperback,136,2012,2012,,2018/09/08,,,read,,,,1,,,0,,,,,
28007982,"Angel & Faith: A Tale of Two Families (Season 10, Volume 5)",Victor Gischler,"Gischler, Victor","Will Conrad, Joss Whedon","=""1616559659""","=""9781616559656""",4,3.81,Dark Horse,Paperback,136,2016,2016,2018/08/28,2018/08/26,,,read,,,,1,,,0,,,,,
25810224,"Angel & Faith: A Little More Than Kin (Season 10, Volume 4)",Victor Gischler,"Gischler, Victor","Cliff Richards, Will Conrad, Joss Whedon","=""1616558903""","=""9781616558901""",4,3.78,Dark Horse,Paperback,134,2016,2016,2018/08/27,2018/08/26,,,read,,,,1,,,0,,,,,
25031519,"Angel & Faith: United (Season 10, Volume 3)",Victor Gischler,"Gischler, Victor","Kel McDonald, Will Conrad, Cliff Richards, Joss Whedon","=""1616557664""","=""9781616557669""",4,3.81,Dark Horse,Paperback,136,2015,2015,2018/08/27,2018/08/26,,,read,,,,1,,,0,,,,,
23128379,"Angel & Faith: Lost and Found (Season 10, Volume 2)",Victor Gischler,"Gischler, Victor","Will Conrad, Joss Whedon","=""1616556013""","=""9781616556013""",4,3.79,Dark Horse,Paperback,134,2015,2015,2018/08/27,2018/08/26,,,read,,,,1,,,0,,,,,
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",4,4.27,St. Martin's Press,Paperback,264,2004,1939,2018/08/27,2018/02/25,,,read,,,,1,,,0,,,,,
21870088,"Angel & Faith: Where the River Meets the Sea (Season 10, Volume 1)",Victor Gischler,"Gischler, Victor","Will Conrad, Joss Whedon","=""1616555033""","=""9781616555030""",3,3.72,Dark Horse,Paperback,136,2014,2014,,2018/08/26,,,read,,,,1,,,0,,,,,
18491564,"Angel & Faith: What You Want, Not What You Need (Season 9, Volume 5)",Christos Gage,"Gage, Christos","Rebekah Isaacs, Joss Whedon","=""1616552530""","=""9781616552534""",3,4.08,Dark Horse,Paperback,136,2014,2014,,2018/08/21,,,read,,,,1,,,0,,,,,
17794133,"Angel & Faith: Death and Consequences (Season 9, Volume 4)",Christos Gage,"Gage, Christos","Rebekah Isaacs, Joss Whedon","=""1616551658""","=""9781616551650""",4,4.09,Dark Horse,Paperback,136,2013,2013,,2018/08/21,,,read,,,,1,,,0,,,,,
16125774,"Angel & Faith: Family Reunion (Season 9, Volume 3)",Christos Gage,"Gage, Christos","Rebekah Isaacs, Lee Garbett, David Lapham, Joss Whedon","=""1616550791""","=""9781616550790""",3,4.07,Dark Horse,Paperback,136,2013,2013,,2018/08/21,,,read,,,,1,,,0,,,,,
15714509,"Angel & Faith: Daddy Issues (Season 9, Volume 2)",Christos Gage,"Gage, Christos","Rebekah Isaacs, Chris Samnee, Joss Whedon","=""1595829601""","=""9781595829603""",4,4.14,Dark Horse,Paperback,136,2012,2012,,2018/08/21,,,read,,,,1,,,0,,,,,
13457078,"Angel & Faith: Live Through This (Season 9, Volume 1)",Christos Gage,"Gage, Christos","Joss Whedon, David Lapham, Derek Fridolfs, Rebekah Isaacs, Lee Garbett, Steve Artist Morris, Phil Noto, Dan Artist Jackson, Sierra Hahn, Scott Allie, Various","=""1595828877""","=""9781595828873""",4,4.05,Dark Horse,Paperback,136,2012,2012,,2018/08/21,,,read,,,,1,,,0,,,,,
9792887,"Buffy the Vampire Slayer: Last Gleaming (Season 8, Volume 8)",Joss Whedon,"Whedon, Joss","Georges Jeanty, Scott Allie","=""1595826106""","=""9781595826107""",3,3.92,Dark Horse Books,Paperback,168,2011,2011,2018/08/20,2018/08/19,,,read,,,,1,,,0,,,,,
2567987,"Buffy the Vampire Slayer: No Future for You (Season 8, Volume 2)",Brian K. Vaughan,"Vaughan, Brian K.","Georges Jeanty, Joss Whedon","=""159307963X""","=""9781593079635""",5,4.11,Dark Horse Books,Paperback,120,2008,2008,,2018/08/19,,,read,,,,1,,,0,,,,,
1270615,"Buffy the Vampire Slayer: The Long Way Home (Season 8, Volume 1)",Joss Whedon,"Whedon, Joss",Georges Jeanty,"=""1593078226""","=""9781593078225""",4,3.96,Dark Horse Books,Paperback,136,2007,2007,,2018/08/19,,,read,,,,1,,,0,,,,,
6353855,"Buffy the Vampire Slayer: Predators and Prey (Season 8, Volume 5)",Jane Espenson,"Espenson, Jane","Steven S. DeKnight, Drew Z. Greenberg, Jim Krueger, Doug Petrie, Georges Jeanty, Joss Whedon","=""1595823425""","=""9781595823427""",4,3.89,Dark Horse Books,Paperback,160,2009,2009,,2018/08/19,,,read,,,,1,,,0,,,,,
5986331,"Buffy the Vampire Slayer:  Time of Your Life (Season 8, Volume 4)",Joss Whedon,"Whedon, Joss","Georges Jeanty, Jeph Loeb","=""1595823107""","=""9781595823106""",4,3.96,Dark Horse Books,Paperback,136,2009,2009,,2018/08/19,,,read,,,,1,,,0,,,,,
36525679,"Kill 6 Billion Demons, Book 2: Wielder of Names",Tom Parkinson-Morgan,"Parkinson-Morgan, Tom",,"=""1534306455""","=""9781534306455""",5,4.44,Image Comics,Paperback,128,2018,2018,,2018/08/16,,,read,,,,1,,,0,,,,,
